   6.739200000000E-002   6.767296791077E-002   1.005599400000E+001   1.014399790764E+001
   6.815800000000E-002   6.816387176514E-002   9.782960000000E+000   9.792301177979E+000
   7.121500000001E-002   7.122588157654E-002   9.866701000000E+000   9.872224807739E+000
   6.970900000000E-002   7.060289382935E-002   1.019311400000E+001   1.028049898148E+001
   6.803199999999E-002   6.804394721985E-002   9.908658000000E+000   9.910138130188E+000
   6.562600000001E-002   6.563210487366E-002   9.760963000000E+000   9.775424957275E+000
   6.212600000001E-002   6.212997436523E-002   9.528420000000E+000   9.533838033676E+000
   6.235100000001E-002   6.246709823608E-002   9.932747000000E+000   9.942340135574E+000
   6.904800000001E-002   6.904792785645E-002   9.807883000000E+000   9.825392961502E+000
   6.928900000003E-002   6.928801536560E-002   9.667310000000E+000   9.668663024902E+000
   6.893400000001E-002   6.893301010132E-002   9.715165000000E+000   9.724869012833E+000
   5.906800000002E-002   5.929279327393E-002   9.402847000000E+000   9.506108999252E+000
   5.815500000000E-002   5.815505981445E-002   9.351508000000E+000   9.352247953415E+000
   5.843700000003E-002   5.844187736511E-002   9.514611000000E+000   9.519222021103E+000
   5.820899999998E-002   5.820989608765E-002   9.525212000000E+000   9.529909849167E+000
   6.317700000000E-002   6.347584724426E-002   9.692766000000E+000   9.740484952927E+000
   6.548200000003E-002   6.548190116882E-002   9.801308000000E+000   9.802008867264E+000
   6.875700000001E-002   6.875705718994E-002   9.848079000000E+000   9.864763021469E+000
   6.860000000000E-002   6.860399246216E-002   1.031696300000E+001   1.033777999878E+001
   6.264800000002E-002   6.265306472778E-002   9.646556000000E+000   9.659850835800E+000
   6.156100000004E-002   6.155991554260E-002   9.801920000000E+000   9.823400020599E+000
   5.975599999999E-002   5.997705459595E-002   9.380824000000E+000   9.409111022949E+000
   6.108700000004E-002   6.154990196228E-002   9.495588000000E+000   9.589559078217E+000
   5.994299999998E-002   5.994486808777E-002   9.313430000000E+000   9.326425075531E+000
   6.513900000004E-002   6.513786315918E-002   9.532554000000E+000   9.538020133972E+000
   6.042700000000E-002   6.042695045471E-002   9.491459000000E+000   9.496643066406E+000
   5.702900000006E-002   5.703306198120E-002   9.365152000000E+000   9.414558887482E+000
   5.696499999999E-002   5.697011947632E-002   9.453200000000E+000   9.458597183228E+000
   5.698499999994E-002   5.699205398560E-002   9.634059000000E+000   9.643512010574E+000
   5.680499999994E-002   5.680489540100E-002   9.187988000000E+000   9.193218946457E+000
   6.010900000001E-002   6.410193443298E-002   9.994237000000E+000   1.000782203674E+001
   6.375500000001E-002   6.375408172607E-002   9.640276000000E+000   9.864394903183E+000
   5.589400000008E-002   5.589985847473E-002   9.550522000000E+000   9.567724943161E+000
   5.433999999991E-002   5.435991287231E-002   9.556181000000E+000   9.561781883240E+000
   6.258100000002E-002   6.258106231689E-002   9.441275000000E+000   9.446702003479E+000
   6.795299999999E-002   6.795907020569E-002   1.056019200000E+001   1.057765698433E+001
   6.412899999998E-002   6.412816047668E-002   9.958279000000E+000   9.975656986237E+000
   5.744000000004E-002   5.764317512512E-002   9.484028000000E+000   9.699727058411E+000
   5.591100000004E-002   5.591583251953E-002   9.309047000000E+000   9.318253040314E+000
   6.621799999994E-002   6.622004508972E-002   9.581466000000E+000   9.586767196655E+000
   6.673899999998E-002   6.675601005554E-002   4.030630000000E-001   4.030919075012E-001
   6.223299999999E-002   6.223320960999E-002   9.671516000000E+000   9.676738023758E+000
   6.140699999992E-002   6.140685081482E-002   9.452483000000E+000   9.461858034134E+000
   7.204800000000E-002   7.204604148865E-002   1.020770200000E+001   1.021313786507E+001
   6.546799999990E-002   6.547307968140E-002   8.102570000000E-001   8.103311061859E-001
   6.513900000004E-002   6.513786315918E-002   1.011352300000E+001   1.011486101151E+001
   5.892399999993E-002   5.892395973206E-002   9.511018000000E+000   9.516328096390E+000
   5.866799999990E-002   5.867481231689E-002   1.147200000000E+000   1.147329092026E+000
   6.315599999994E-002   6.316709518433E-002   1.191743000000E+000   1.191740989685E+000
   5.898200000001E-002   5.897998809814E-002   1.136030000000E+000   1.136062145233E+000
   5.194099999994E-002   5.194091796875E-002   1.072158000000E+000   1.076320171356E+000
   5.203899999992E-002   5.219197273254E-002   1.079673000000E+000   1.082448005676E+000
   5.431500000009E-002   5.431389808655E-002   1.099495000000E+000   1.099550008774E+000
   5.295599999999E-002   5.295491218567E-002   1.074770000000E+000   1.078944921494E+000
   5.599300000017E-002   5.600404739380E-002   1.147596000000E+000   1.147774934769E+000
   6.018599999993E-002   6.019186973572E-002   1.173220000000E+000   1.173254966736E+000
   6.084699999997E-002   6.084609031677E-002   1.188250000000E+000   1.192248106003E+000
   5.677400000013E-002   5.724883079529E-002   1.136483000000E+000   1.143445968628E+000
   5.895299999997E-002   5.946588516235E-002   1.103420000000E+000   1.109358072281E+000
   5.093499999998E-002   5.093502998352E-002   1.059834000000E+000   1.064030885696E+000
   5.208799999991E-002   5.208802223206E-002   1.069582000000E+000   1.069651842117E+000
   6.173100000001E-002   6.173110008240E-002   1.135466000000E+000   1.135524034500E+000
   5.307199999993E-002   5.345511436462E-002   1.106511000000E+000   1.111550092697E+000
   5.673400000001E-002   5.673384666443E-002   1.130951000000E+000   1.131097078323E+000
   4.823699999997E-002   4.823708534241E-002   1.061598000000E+000   1.061689138412E+000
   5.047900000000E-002   5.047798156738E-002   1.080200000000E+000   1.080303192139E+000
   4.461900000001E-002   4.461717605591E-002   1.093922000000E+000   1.098129987717E+000
   4.136100000005E-002   4.136896133423E-002   1.038950000000E+000   1.039018154144E+000
   4.339000000004E-002   4.338908195496E-002   1.098731000000E+000   1.098809957504E+000
   4.175000000009E-002   4.174995422363E-002   1.047909000000E+000   1.048207044601E+000
   4.337800000008E-002   4.338407516479E-002   1.051585000000E+000   1.055696964264E+000
   4.327800000010E-002   4.330086708069E-002   1.054456000000E+000   1.054564952850E+000
   4.127700000004E-002   4.128193855286E-002   1.025223000000E+000   1.025301933289E+000
   4.316299999982E-002   4.317879676819E-002   1.079288000000E+000   1.083518028259E+000
   4.312099999993E-002   4.311895370483E-002   1.067331000000E+000   1.071376085281E+000
   4.222300000015E-002   4.222393035889E-002   1.056088000000E+000   1.056298017502E+000
   4.142999999999E-002   4.142999649048E-002   1.034075000000E+000   1.034142017365E+000
   4.342400000019E-002   4.342317581177E-002   1.048697000000E+000   1.048756837845E+000
   4.387799999995E-002   4.388403892517E-002   1.053266000000E+000   1.053339958191E+000
   4.091199999993E-002   4.091191291809E-002   1.047510000000E+000   1.047580003738E+000
   4.099399999996E-002   4.100203514099E-002   1.014734000000E+000   1.018939018250E+000
   4.127200000016E-002   4.127097129822E-002   1.023157000000E+000   1.023306846619E+000
   4.395799999998E-002   4.463195800781E-002   1.090879000000E+000   1.114237070084E+000
   4.324399999996E-002   4.324412345886E-002   1.072391000000E+000   1.072479963303E+000
   4.098599999998E-002   4.099106788635E-002   1.013501000000E+000   1.017693042755E+000
   4.186400000003E-002   4.186415672302E-002   1.037435000000E+000   1.037469863892E+000
   4.090399999995E-002   4.090380668640E-002   1.013832000000E+000   1.014045953751E+000
   4.522500000007E-002   4.523110389709E-002   1.043316000000E+000   1.043437957764E+000
   4.184499999997E-002   4.184818267822E-002   1.030855000000E+000   1.030948877335E+000
   4.344600000013E-002   4.391407966614E-002   1.049229000000E+000   1.057088851929E+000
   4.323799999997E-002   4.324316978455E-002   1.046135000000E+000   1.046194791794E+000
   4.494199999999E-002   4.494786262512E-002   1.088097000000E+000   1.088274002075E+000
