   4.438790000000E-001   4.438810348511E-001   7.804070000000E-001   7.804679870605E-001
   4.896910000000E-001   4.977099895477E-001   8.513490000000E-001   8.593750000000E-001
   5.837120000000E-001   5.837140083313E-001   1.019738000000E+000   1.019752979279E+000
   4.759430000000E-001   4.839468002319E-001   8.311150000000E-001   8.401219844818E-001
   4.664110000000E-001   4.664840698242E-001   7.913790000000E-001   7.954258918762E-001
   5.099400000000E-001   5.099749565125E-001   8.916040000000E-001   8.916449546814E-001
   4.590680000000E-001   4.630470275879E-001   8.002420000000E-001   8.042180538177E-001
   4.507300000000E-001   4.507331848145E-001   7.793180000000E-001   7.793300151825E-001
   4.698440000000E-001   4.698469638824E-001   8.277290000000E-001   8.277449607849E-001
   4.607150000000E-001   4.607269763947E-001   7.854350000000E-001   7.854430675507E-001
   4.909220000000E-001   4.909229278564E-001   8.649690000000E-001   8.651609420776E-001
   4.662400000000E-001   4.742259979248E-001   8.843030000000E-001   8.923439979553E-001
   4.519190000000E-001   4.559249877930E-001   8.036440000000E-001   8.076488971710E-001
   4.399290000000E-001   4.399311542511E-001   7.801330000000E-001   7.801320552826E-001
   4.376590000000E-001   4.416558742523E-001   8.505250000000E-001   8.545188903809E-001
   4.888370000000E-001   4.968302249908E-001   8.522500000000E-001   8.602509498596E-001
   4.684810000000E-001   4.684920310974E-001   7.934590000000E-001   7.934689521790E-001
   4.811760000000E-001   4.851779937744E-001   8.652720000000E-001   8.693950176239E-001
   4.406830000000E-001   4.486649036407E-001   7.857820000000E-001   7.937688827515E-001
   4.544660000000E-001   4.584739208221E-001   8.252470000000E-001   8.292539119720E-001
   4.531720000000E-001   4.611580371857E-001   7.744130000000E-001   7.823979854584E-001
   4.457550000000E-001   4.538159370422E-001   7.809210000000E-001   7.889788150787E-001
   4.643680000000E-001   4.683728218079E-001   7.887920000000E-001   7.927958965302E-001
   4.508450000000E-001   4.588260650635E-001   8.215360000000E-001   8.295369148254E-001
   5.228160000000E-001   5.268301963806E-001   9.047950000000E-001   9.088039398193E-001
   4.400510000000E-001   4.440481662750E-001   7.650000000000E-001   7.690060138702E-001
   4.420220000000E-001   4.500279426575E-001   8.674550000000E-001   8.755359649658E-001
   4.363580000000E-001   4.443578720093E-001   7.573570000000E-001   7.653701305389E-001
   5.350320000000E-001   5.390279293060E-001   1.041346000000E+000   1.045361995697E+000
   4.939200000000E-001   4.979460239410E-001   8.418430000000E-001   8.458650112152E-001
   5.321650000000E-001   5.362639427185E-001   8.773110000000E-001   8.814079761505E-001
   4.429580000000E-001   4.509479999542E-001   8.034780000000E-001   8.114740848541E-001
   4.269610000000E-001   4.389669895172E-001   7.825770000000E-001   7.946310043335E-001
   4.991000000000E-001   5.031590461731E-001   8.632640000000E-001   8.673210144043E-001
   4.414100000000E-001   4.414708614349E-001   7.773700000000E-001   7.775080204010E-001
   4.298860000000E-001   4.378709793091E-001   8.185890000000E-001   8.265721797943E-001
   4.464280000000E-001   4.504809379578E-001   7.810030000000E-001   7.850549221039E-001
   4.881950000000E-001   4.921870231628E-001   8.580800000000E-001   8.620700836182E-001
   4.448930000000E-001   4.449288845062E-001   7.756480000000E-001   7.756800651550E-001
   4.606680000000E-001   4.646430015564E-001   8.053900000000E-001   8.093647956848E-001
   4.638540000000E-001   4.638659954071E-001   8.415290000000E-001   8.415448665619E-001
   6.802980000000E-001   6.843330860138E-001   1.144223000000E+000   1.148431062698E+000
   4.362250000000E-001   4.441270828247E-001   7.722680000000E-001   7.801668643951E-001
   4.815970000000E-001   4.895689487457E-001   8.378430000000E-001   8.458139896393E-001
   4.633090000000E-001   4.633879661560E-001   7.900310000000E-001   7.901070117950E-001
   4.524400000000E-001   4.604320526123E-001   8.388820000000E-001   8.468720912933E-001
   4.452180000000E-001   4.452209472656E-001   7.750810000000E-001   7.750811576843E-001
   4.869910000000E-001   4.870860576630E-001   8.493450000000E-001   8.495249748230E-001
   7.093400000000E-001   7.133359909058E-001   1.183598000000E+000   1.187593936920E+000
   4.511000000001E-001   4.550731182098E-001   7.737690000000E-001   7.777290344238E-001
   4.947780000000E-001   5.028138160706E-001   8.441570000000E-001   8.522028923035E-001
